,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
30,1394713,183288,1358310,1548549,1259240,1641225,2809946,194845,1420733,1371606,1219615,1465674,2020022,1088476,2331402,1621381,1763203,1125084,2465512,1275226,786703,448316,1786710,311611,1218183,1752900,1225548,1278496,1338564,548166,0,1039509,1598869,1622444,1542731,1607172,1880714,1399873,3114372,1487659,2857728,822920,1134784,1487812,1036538,1091574,1138672,1450454,709612,672454,1481999,1025237,946153,1057125,2208173,1496915,1430337,1479833,1342699,1354856,1534708,198006,796116,1117467,1750585,1594953,2378901,2417603,1737465,1146811,1278919,1172925,1131989,1278435,1524134,1282793,2375351,1434429,1129158,1509842,1991268,1612016,959840,1907845,916425,1357396,1290702,1356925,876584,867716,1327330,1099322,1051238,2315350,1549865,1307033,1397315,1457725,1555516,900021,1361236,1061807,1710959,1554610,1331764,1590022,423163,1404161,3020204,1211173,2948867,1468491,1062586,1415620,1772500,1619471,1584554,1254460,1626224,1442318,1740899
31,479548,1129968,454442,511339,396781,741150,1909871,1016479,566370,460910,160311,611311,1119947,1143351,1431327,721306,863128,531741,1565437,371358,533527,706104,886635,1102620,655615,852825,393395,303019,523527,563063,1028098,0,806503,722369,642656,707097,980639,483377,2214297,644626,1957653,465351,263150,457007,62244,418710,202429,529887,1566094,1545812,638967,446601,531416,463782,1308098,716587,587304,625470,527662,326416,634633,874772,245396,215529,850510,694878,1478826,1517528,837390,518373,476321,135714,95123,320200,624059,392470,1475276,523733,92292,609257,1091194,711941,325444,1007770,579221,446700,488103,502562,620804,179226,524731,528706,457895,1415275,706832,2154455,486618,557140,679227,394624,450540,221636,810884,700412,516727,689947,1288511,366950,2120129,480353,2048792,625459,483949,556827,872425,719396,547343,371295,726149,531622,840825
32,1123684,1684928,1104569,917352,423181,1385286,2554007,1253026,268001,1105046,958366,247762,1764083,1095806,2075464,1206364,1507264,1329795,2209573,1029202,1331581,1261063,1530771,1112314,298911,1174313,1132738,980258,1194685,1118023,1583057,804764,0,1366505,1286792,1155814,1624775,1127513,2858433,1288763,2601790,1263405,1073510,994678,839890,1216764,994613,479797,2157460,1469275,1283103,683148,1329470,1261836,1952235,152334,1231440,271408,1194255,970552,1278770,1429732,899702,1013584,1494646,1339014,2122963,2161664,1109762,502274,1215664,941770,893177,688068,1268195,1121015,2119412,1167869,890346,1253393,1735330,1356077,1123499,1651906,1377276,1090836,1227446,386268,1418859,899370,1264075,1326760,1255949,2059411,1350969,1937085,1130755,1201276,1323363,1192679,1094676,999282,1455020,1344548,1199214,1334084,1843471,836582,2764266,1219696,2692928,1269595,592839,1200963,1516561,1151371,953357,1110638,1211207,1175758,1142653
33,252076,1724281,299267,519439,946742,90693,1223018,1720395,1121026,330744,659225,1165967,433093,1847267,744474,83371,143227,864755,878583,392757,869767,1300417,199781,1806536,1216429,132924,414287,434657,305120,1078908,1622411,711838,1361159,0,168677,125634,293785,286738,1527444,284233,1270800,801591,539548,483409,771423,616399,538950,793921,2160407,2213448,271123,1150517,867656,663283,621245,1277400,243756,1180126,335090,407460,178692,1469086,949312,663725,163657,153330,791973,830674,264910,1107628,481794,618475,674580,765288,160445,413613,788422,393567,657320,135158,404340,72260,661684,320917,915461,352993,493576,890226,957044,883142,530205,864946,790909,728421,266129,2848026,315332,197952,193921,730864,303523,797242,90983,181218,309649,45406,1882825,704079,1433276,485826,1361938,323020,1198193,260652,152524,146915,566829,443198,97298,277559,158591
34,177162,1649368,224354,278743,871828,201205,1369926,1645482,1046113,255831,584312,1091054,580001,1772354,891382,96339,323182,789841,1025491,317844,794853,1225504,346689,1731623,1141515,312880,339373,359744,230207,1003995,1547498,636924,1286246,169506,0,82130,440693,162232,1674352,239850,1417708,726677,464634,408496,696510,541485,464037,741434,2085494,2138535,218028,1075604,792742,588370,768153,1202487,183740,1105212,260177,332547,41723,1394173,874399,588812,310565,69910,938881,977582,212423,1032715,406880,543561,599667,690375,19195,338700,935330,318653,582407,86682,551248,171996,586771,467825,840548,278080,418663,837739,882130,808229,455291,790032,715995,875329,304605,2773113,173568,136490,209568,655951,228610,722329,270938,215818,234736,128995,1807911,629166,1580184,410913,1508846,263004,1123280,185739,332480,94428,264777,368285,101182,156794,215857
35,238389,1710595,285581,396592,933055,186383,1362574,1706709,919286,317058,645539,964227,572650,1833581,884031,52417,267442,851069,1018140,379071,856080,1286731,339338,1792850,1202743,257139,400600,420971,291434,1065222,1608725,698151,1151219,125585,80885,0,433342,273052,1667000,285966,1410357,787904,525861,469723,757737,602712,525264,671074,2146721,2199762,264144,1136831,853969,649597,760801,1263714,229856,918131,321404,393774,124744,1455400,935626,650039,303213,69712,931530,970231,142063,1093942,468107,604788,660894,751602,106497,399927,927979,379880,643634,121258,543897,157174,647998,460473,901775,339307,479890,767379,943357,869456,516518,851259,777222,867978,350721,2834340,237938,184052,255684,717178,289837,783556,215198,250394,295963,85074,1869138,690393,1572832,472140,1501495,309120,1184507,226875,276739,21469,346562,429512,57261,221165,145497
36,510777,1982983,557969,704172,1205443,306141,1079426,1979097,1379727,589445,917926,1424668,313732,2105969,600883,389915,369632,1123456,734992,651459,1128468,1559118,281194,2065237,1475130,411351,672988,693358,563821,1337609,1881112,970539,1619860,291459,437743,432178,0,545440,1383852,499681,1127209,1060292,798249,742110,1030125,875100,797652,1192730,2419108,2472149,486572,1409218,1126357,921985,501884,1536101,449395,1438827,593792,666162,437393,1727787,1208013,922427,245070,460905,648382,687083,571453,1366330,740495,877176,933282,1023989,419146,672314,644831,652268,916022,393859,284979,287708,920385,261037,1174162,611694,752277,1288516,1215745,1141843,788906,1123647,1049610,584830,481578,3106727,574034,447144,409370,989565,562225,1055943,369410,396666,568351,351949,2141526,962780,1289685,744527,1218347,528659,1456894,489967,378929,453459,825530,701899,403842,536260,437017
37,72109,1503465,70469,297535,710296,309254,1477975,1483950,884580,65314,430427,929521,688050,1610822,999431,289410,431231,643938,1133541,163959,648950,1079601,454738,1570090,979983,420929,257759,198211,143110,858092,1401595,475392,1124713,290473,162089,275201,548743,0,1782401,237188,1525757,580774,310749,171830,534978,388888,310152,697584,1939591,1992632,231528,914072,646839,435773,876202,1040954,179865,943680,173311,171015,143123,1248269,712866,434927,418614,262981,1046930,1085631,405494,871183,319784,382029,445782,528842,143492,184815,1043379,102976,428522,177361,659297,280045,440867,575874,694645,70468,331566,793369,736227,646696,368194,644129,570092,983378,342368,2621926,31175,125243,247331,510048,38535,582632,378987,268516,147639,258051,1662008,467633,1688233,323816,1616895,218020,961748,124930,440529,287499,255250,235659,294253,82628,408928
38,1758347,3230553,1805539,1987525,2453013,1553712,363762,3226667,2627298,1837016,2165497,2672239,1429806,3353539,1143386,1595916,1464005,2371027,1080073,1899029,2376038,2806689,1374238,3312808,2722701,1643271,1920558,1940929,1811392,2585180,3128683,2218109,2867431,1539030,1685313,1638179,1387356,1793010,0,1747252,277634,2307862,2045819,1989681,2277695,2122670,2045222,2191923,3666679,3719720,1734142,2656789,2373927,2169555,1538105,2783672,1696966,2438980,1841362,1913732,1684964,2975358,2455584,2169997,1367078,1708475,858648,855379,1588289,2613900,1988065,2124746,2180852,2271560,1666717,1919885,1070731,1899838,2163592,1641430,1534681,1535278,2167956,1650514,2421733,1859265,1999848,2288228,2463315,2389414,2036476,2371217,2297180,960760,1729148,4354298,1821604,1694715,1656940,2237136,1809795,2303514,1601330,1644236,1815921,1557951,3389096,2210351,148535,1992098,179951,1776230,2704465,1737538,1473302,1659460,1876274,1949470,1609843,1783831,1644061
39,190815,1611068,241862,552026,889654,205694,1428656,1663308,1063938,273656,601820,1108879,638732,1790180,950112,298910,412365,751542,1084222,335352,756554,1187204,405420,1749448,1159341,402062,301074,377569,177521,965695,1509198,654750,1304071,273656,237632,284701,499424,254730,1733082,0,1476438,688377,482142,426321,714336,503186,481545,876942,2047194,2100235,48537,1093430,754442,550070,773708,1220312,59425,1123038,203271,350373,229609,1355873,892225,606320,369295,272482,997611,1036313,414995,1050541,368581,561387,617175,708200,219035,301056,994061,336479,599915,167482,609978,227497,548471,526555,802248,295906,380363,972727,843831,826054,416992,751732,677695,934060,63595,2734813,283324,142273,133243,617651,246436,684029,360121,156776,196436,271126,1769611,646991,1638914,372613,1567577,156748,1141106,162271,421662,297000,509741,329985,303753,336679,418429
40,1498548,2970754,1545739,1727726,2193214,1293912,358305,2966868,2367498,1577216,1905697,2412439,1170007,3093739,883586,1336117,1204205,2111227,820274,1639230,2116239,2546889,1114439,3053008,2462901,1383471,1660759,1681129,1551592,2325380,2868883,1958310,2607631,1279230,1425514,1378380,1127557,1533210,275673,1487452,0,2048063,1786020,1729881,2017896,1862871,1785423,1932123,3406879,3459920,1474343,2396989,2114128,1909756,1278305,2523872,1437166,2179181,1581563,1653932,1425164,2715558,2195784,1910198,1107279,1448676,598848,595580,1328489,2354101,1728266,1864947,1921053,2011760,1406917,1660085,810932,1640039,1903793,1381630,1274882,1275479,1908156,1390715,2161933,1599465,1740048,2028429,2203516,2129614,1776677,2111418,2037381,700960,1469349,4094498,1561805,1434915,1397140,1977336,1549996,2043714,1341530,1384437,1556121,1298151,3129297,1950551,210699,1732298,110168,1516430,2444665,1477738,1213502,1399660,1616474,1689670,1350044,1524031,1384261
41,577836,926780,541433,801612,850495,824349,1993070,1019028,1020083,554730,402739,1065024,1203145,1533331,1514526,804505,946326,308208,1648636,458350,76415,502915,969833,1357625,1029527,936024,408672,461620,521688,281406,824909,468334,1260216,805568,725855,790296,1063838,582997,2297496,670783,2040852,0,317908,670936,403853,274697,321796,887174,1362905,1415946,665123,836581,285156,240249,1391297,1170300,613460,1079183,525823,537980,717832,671584,607460,300591,933709,778076,1562025,1600727,920589,958154,462043,451412,418094,718433,707258,465917,1558474,617553,400834,692966,1174392,795140,142964,1090969,122072,540520,473825,956275,163692,639302,510454,282445,234362,1498473,732989,2050524,580439,640848,738640,83145,544360,244931,894083,737734,514888,773146,1085323,657224,2203328,394296,2131990,651615,873930,598744,955624,802594,837616,437583,809348,625442,924023
42,296353,1239941,266937,551990,650265,558466,1727187,1276552,824549,280234,202735,869490,937263,1403424,1248643,538622,680444,383640,1382753,183854,385426,816077,703951,1362693,919952,670141,205890,154417,336023,594568,1138071,268331,1064682,539685,459972,524413,797955,308501,2031613,461432,1774969,317250,0,396440,327916,169271,71187,637552,1676067,1729108,455772,706674,383315,216155,1125414,980923,404109,883649,340157,227719,451949,984746,505469,150367,667826,512194,1296142,1334844,654706,772083,288816,201791,218091,468811,441375,204965,1292592,343057,200831,426573,908509,529257,177343,825086,431121,266024,300598,733338,472703,439299,337227,380605,309794,1232591,523638,2363686,305942,374456,496543,246524,269864,312902,628200,517728,329222,507263,1398484,407602,1937445,210713,1866108,442264,744023,374143,689741,536712,479859,183791,543465,350946,658141
43,244535,1579693,225420,126001,577370,506138,1674859,1489009,751655,134068,518886,796596,884934,1615881,1196315,486294,628115,732398,1330424,252418,737409,1155828,651622,1575149,847058,617813,346218,289088,315537,946551,1477822,457646,991788,487357,407644,472084,745626,171630,1979285,409614,1722641,669233,399208,0,517232,477348,426019,564658,2015819,2018342,403954,919131,735298,524232,1073086,908029,352292,810755,345795,201390,399621,1324497,695121,523386,615498,459865,1243814,1282515,602378,738257,429144,373175,437081,395917,389047,273274,1240263,133374,503601,374245,856181,476929,529327,772758,783104,131636,440926,660444,824686,628950,477554,732588,658551,1180262,471820,2626985,149864,322127,444215,598507,165478,676624,575871,465400,320066,454935,1738236,271103,1885117,433176,1813779,390447,828822,321814,637413,484383,83715,324118,491137,179715,605812
44,541392,1126032,516286,573183,429927,802995,1971716,1012543,599515,522754,159899,644456,1181791,1139415,1493172,783151,924972,478145,1627281,433203,459357,702167,948479,1098683,635610,914669,455239,364863,585372,559127,1024161,61845,839648,784214,704500,768941,1042483,545221,2276141,706471,2019498,391181,324995,518852,0,480555,264274,563032,1562157,1541876,700811,442664,457246,410185,1369943,749732,649149,658615,589506,388260,696478,870836,241459,222018,912355,756722,1540671,1579372,899235,551518,538165,197558,156967,353345,685904,454314,1537120,585577,154136,671101,1153038,773785,387289,1069615,505051,508544,549947,535707,546634,175289,586576,454536,404298,1477119,768677,2150519,548463,618984,741072,320454,512384,159771,872728,762257,578571,751792,1284575,428795,2181974,542197,2110636,687304,480013,618671,934270,781240,609187,433140,787994,593466,902669
45,390651,1196962,347474,748457,797340,637164,1805885,1423401,966928,360770,349584,1011869,1015960,1550273,1327341,617320,759141,180241,1461450,264390,342448,773098,782648,1509541,1056174,748838,221487,293588,334503,551589,1095092,415179,1207061,618382,538669,603110,876652,389037,2110310,483597,1853667,274272,167686,476976,474765,0,268641,834019,1633088,1686129,477938,853522,309053,48438,1204112,1117145,426275,1026028,338637,369563,530647,941767,652317,247435,746524,590891,1374840,1413541,733404,918931,274858,398257,364939,665277,520073,278732,1371289,423593,347679,505780,987207,607954,134365,903784,356859,346560,286640,903120,429725,586147,323269,306343,163819,1311288,545803,2320707,386479,453663,551455,203545,350400,269923,706897,550549,327702,585961,1355506,604068,2016143,207111,1944805,464430,890871,411559,768438,615409,560396,250398,622163,431482,736838
46,299869,1243445,270453,481209,579484,561982,1730703,1212065,753768,283750,138248,798709,940779,1338937,1252159,542138,683960,387145,1386269,187370,388931,819581,707467,1298205,849171,673657,209406,162676,339539,598072,1141575,203843,993901,543201,463488,527929,801471,312017,2035129,464948,1778485,320755,78433,426878,263429,274113,0,566771,1679571,1732612,459288,642187,386820,319185,1128930,910142,407625,812868,343673,217577,455465,988250,440981,131179,671342,515709,1299658,1338360,658222,740370,292332,131009,153603,398030,444891,208481,1296107,346573,136343,430089,912025,532773,180848,828602,434625,269540,304114,662557,476208,374811,340743,384109,313298,1236107,527154,2350041,309458,377972,500059,250028,273380,290453,631716,521244,332738,510779,1401989,336821,1940961,296364,1869624,445780,679535,377658,693257,540228,517214,187307,546981,354462,661656
47,695369,1535838,676253,438755,213641,956971,1885145,1103936,249185,676731,636902,294126,1335768,1230808,1406602,727767,822222,952016,1540711,600886,953802,1111973,914815,1190076,409996,695715,704423,551943,766370,968933,1433967,530963,481118,800934,746794,677217,1196460,699198,2189571,860447,1932928,885626,645195,566362,566089,838985,566298,0,1971963,1633269,854788,534058,951691,884056,1523919,470967,803125,247416,765940,542236,850454,1280642,750612,696051,1066331,735621,1454101,1492802,631165,353184,787348,513455,577360,259753,839880,692700,1450550,739554,616545,825078,1307014,927762,745719,1223591,999496,662521,799130,97277,1041079,625569,835759,948981,878170,1390549,922653,2417355,702439,772961,895048,814899,666361,725481,763782,916233,770899,760423,1694381,300705,2095404,791381,2024066,841280,443749,772648,831520,672774,474759,682323,732610,747443,664055
48,1933006,601557,1896603,2086843,1797533,2179518,3348239,903463,1959027,1909900,1757909,2003968,2558315,1103114,2869696,2159674,2301496,1663378,3003805,1813519,1324996,986609,2325003,940956,1756476,2291193,1763842,1816790,1876858,1086459,709343,1577803,2156598,2160737,2081024,2145465,2419007,1938167,3652665,2025952,3396022,1361214,1673078,2026105,1574832,1629867,1676966,1988747,0,687092,2020292,1563531,1484447,1595418,2746467,2035208,1968630,2018126,1880992,1893149,2073002,736299,1334410,1655760,2288879,2133246,2917195,2955896,2275759,1685104,1817213,1711218,1670283,1816728,2062427,1821087,2913644,1972723,1667451,2048135,2529562,2150309,1498134,2446138,1454719,1895690,1828995,1895218,1414877,1406009,1865624,1637615,1589532,2853643,2088158,1130240,1935608,1996018,2093810,1438315,1899529,1600100,2249252,2092904,1870057,2128316,432316,1942454,3558498,1749466,3487160,2006785,1600879,1953914,2310793,2157764,2122847,1792753,2164518,1980611,2279193
49,1985823,565625,1949420,2080449,1448439,2232335,3401057,867530,1735268,1962717,1810726,1710446,2611132,414552,2922513,2212491,2354313,1716195,3056622,1866336,1377813,1039426,2377820,854296,1407382,2344010,1816659,1869607,1929675,1139276,673411,1546559,1468036,2213554,2133841,2198282,2471824,1990984,3705482,2078769,3448839,1414031,1725895,2026118,1543588,1682684,1729783,1639653,686471,0,2073110,1152398,1537264,1648235,2799284,1536958,2021447,1738675,1933809,1945966,2125819,789116,1387227,1708577,2341696,2186063,2970012,3008713,2328576,1336010,1870030,1679975,1639039,1719509,2115244,1873904,2966461,2025540,1636208,2100952,2582379,2203126,1550951,2498955,1507536,1948507,1881812,1546124,1467694,1458826,1918441,1690432,1642349,2906460,2140975,668598,1988425,2048835,2146627,1491132,1952346,1652917,2302069,2145721,1922874,2181133,1014274,1868023,3611315,1802283,3539977,2059602,1251785,2006731,2363610,2210581,2116454,1845570,2217335,2033428,2332010
50,184971,1605224,236018,546182,883810,194714,1417676,1657464,1058094,267812,595976,1103036,627752,1784336,939132,277866,401384,745698,1073242,329508,750710,1181360,394439,1743605,1153497,391082,295230,371725,171677,959851,1503354,648906,1298228,271190,216588,263657,488444,248886,1722102,48822,1465458,682534,476299,420478,708492,497342,475701,871098,2041350,2094391,0,1087586,748599,544226,762727,1214468,53581,1117194,197427,344529,208565,1350029,886381,600476,358315,251438,986631,1025333,393950,1044697,362737,555543,611331,702356,197991,295212,983080,330635,594071,146438,598998,216517,542627,515575,796404,290062,374519,966883,837987,820210,411148,745888,671852,923079,79513,2728969,277480,121800,88443,611807,240592,678185,349140,111976,190592,250082,1763768,641147,1627934,366769,1556596,150904,1135262,141798,410682,275956,503897,324141,282709,330835,397385
51,922907,1114272,897457,979548,347537,1184509,2353230,584990,509031,904269,603326,553972,1563306,748562,1874687,1164665,1306487,974756,2008796,814373,785903,690407,1329994,674814,306480,1296184,836410,746378,966542,547366,1012401,445658,687167,1165728,1086015,1150456,1423998,926736,2657656,1087986,2401013,822121,706165,925216,442687,861725,645444,538751,1550397,1151023,1082326,0,974431,906796,1751458,585212,1030663,568130,970677,769775,1077993,859076,329046,658544,1293869,1138237,1922186,1960887,1168716,235108,919335,579073,538138,618607,1067418,835484,1918635,967092,535306,1052616,1534553,1155300,768459,1451129,915626,890059,931117,445222,875784,339695,967746,971721,900910,1858634,1150192,1759666,929978,1000499,1122586,837639,893899,600778,1254243,1143771,959742,1133306,1272815,767121,2563489,923368,2492151,1068818,150883,1000186,1315784,1162755,1015552,814310,1169509,974981,1284184
52,642901,1049741,606498,866677,915560,889414,2058135,1141990,1085148,619795,467804,1130089,1268210,1668493,1579591,869570,1011391,351459,1713700,523415,158690,625876,1034898,1627761,1174394,1001089,473737,526685,586753,404368,947870,533399,1325281,870633,790920,855360,1128902,648062,2362561,735848,2105917,250857,382973,736001,468917,339762,386861,952239,1485867,1538907,730188,971743,0,284116,1456362,1235365,678525,1144248,590887,603045,782897,794545,770537,365656,998774,843141,1627090,1665791,985654,1037151,527108,516477,483159,783497,772323,530982,1623539,682618,465899,758031,1239457,860205,208029,1156034,48007,605585,538890,1021340,126474,704367,575519,29381,193268,1563538,798054,2173486,645504,705913,803705,198570,609425,309996,959147,802799,579953,838211,1208284,722289,2268393,459361,2197055,716680,1009091,663809,1020689,867659,902681,502648,874413,690507,989088
53,436583,1161964,393406,797452,846335,683095,1851816,1254212,1015923,406702,398579,1060864,1061892,1599268,1373273,663251,805073,133782,1507382,310322,307449,738099,828580,1558536,1105169,794770,267419,339520,380435,516590,1060093,464174,1256056,664314,584601,649042,922584,434969,2156242,529529,1899599,239273,213617,522908,410081,46897,317636,883014,1598089,1651130,523869,902518,283634,0,1250044,1166140,472207,1075023,384569,415495,576579,906768,701313,296431,792456,636823,1420772,1459473,779336,967926,320790,447252,413934,714273,566004,324664,1417221,469525,396674,551712,1033139,653886,140438,949715,331439,392492,332572,952115,394726,635142,369201,280924,134787,1357220,591735,2285708,432411,499595,597387,168546,396332,251159,752829,596481,373634,631893,1320507,653064,2062075,253043,1990737,510362,939866,457491,814370,661341,606328,296330,668095,477414,782770
54,840169,2312374,887360,1033563,1534834,635533,1231523,2308488,1709119,918837,1247318,1754060,331176,2435360,544004,719307,797107,1452848,678113,980850,1457859,1888510,610586,2394629,1804522,740742,1002379,1022750,893213,1667001,2210504,1299930,1949252,620851,767135,761570,502299,874831,1535949,773755,1279305,1389683,1127640,1071502,1359516,1204491,1127043,1522122,2748500,2801541,760646,1738610,1455748,1251376,0,1865493,778787,1768218,923183,995553,766785,2057179,1537405,1251818,574461,790296,800478,839180,900845,1695721,1069887,1206567,1262673,1353381,748538,1001706,587952,981660,1245413,723251,286844,617099,1249777,380909,1503554,941086,1081669,1617908,1545137,1471235,1118297,1453038,1379001,736926,692387,3436119,903425,776536,765873,1318957,891616,1385335,698801,726058,897742,681341,2470917,1292172,1441781,1073919,1370443,858051,1786286,819359,806405,782850,1154921,1031291,733234,865652,766409
55,1039543,1582906,1020428,964868,338623,1301146,2469867,1151004,279728,1020905,869521,223799,1679942,1169373,1991323,1281302,1423123,1240951,2125432,945061,1254537,1159041,1446630,1237144,196889,1412821,1048597,896117,1110544,1016000,1481035,715919,152959,1282365,1202652,1267092,1540634,1043372,2774292,1204622,2517649,1174561,989370,910537,751045,1127920,910473,470225,2019031,1542842,1198962,581126,1240626,1172991,1868094,0,1147300,388188,1110115,886411,1194629,1327710,797680,924739,1410506,1254873,2038822,2077523,1100189,400252,1131523,857629,804333,603928,1184055,1036874,2035271,1083728,801501,1169252,1651189,1271937,1034654,1567766,1288431,1006695,1143305,376696,1344418,810525,1179934,1237916,1167105,1975270,1266828,2010652,1046614,1117135,1239223,1103834,1010535,910438,1370879,1260408,1115074,1249943,1741449,752442,2680125,1135555,2608787,1185455,490817,1116822,1432421,1279391,1000873,1026498,1286145,1091617,1133080
56,115723,1535976,166770,476934,814562,213168,1381889,1588216,988846,198564,526728,1033787,591965,1715088,903345,244575,365597,676449,1037455,260260,681461,1112112,358652,1674356,1084249,355295,225981,302477,102429,890603,1434106,579658,1228979,219321,183297,230366,452657,179637,1686315,59471,1429671,613285,407050,351229,639244,428093,406453,801849,1972102,2025143,53811,1018337,679350,474978,780116,1145220,0,1047946,128539,275281,175274,1280780,817132,531228,322528,218147,950844,989546,360659,975449,293488,486295,542083,633108,164700,225964,947293,261387,524823,113147,563211,183959,473378,479788,727156,220814,305271,897635,768738,750962,341899,676640,602603,887292,121677,2659721,208231,87938,128019,542559,171344,608937,313354,127113,121344,216791,1694519,571899,1592147,297521,1520809,82017,1066014,103281,374895,242665,434649,254893,249418,261586,364094
57,942212,1563405,923097,685555,241709,1203814,2130891,1131503,165574,923574,776894,210515,1582611,1258375,1652347,973512,1067968,1148323,1786457,847730,1150109,1139541,1349299,1217644,406303,941461,951266,798786,1013213,996500,1461535,623292,270791,1185033,1105320,922962,1443303,946041,2435317,1107291,2178673,1081933,892038,813206,658418,1035292,813141,248000,1999531,1739217,1101631,561625,1147998,1080364,1770763,387275,1049968,0,1012783,789080,1097298,1308210,778180,832112,1313174,981366,1699846,1738547,876910,380752,1034192,760298,711705,506596,1086723,939543,1696295,986397,708874,1071921,1553858,1174605,942027,1470434,1195804,909364,1045974,185835,1237387,717898,1082603,1145288,1074477,1636294,1169497,2207027,949283,1019804,1141891,1011207,913204,817810,1009528,1163076,1017742,1006169,1721948,547505,2341149,1038224,2269811,1088123,471317,1019491,1077265,918520,721559,929166,978356,994286,909801
58,109938,1448675,132415,471149,779176,356470,1525191,1537767,953460,192779,463950,998401,735267,1664639,1046648,336626,478448,589148,1180757,178678,594160,1024810,501955,1623908,1048863,468145,138680,247021,49394,803301,1346804,529545,1193593,337689,257976,322417,595959,173852,1829617,203394,1572974,525984,344273,345444,589131,340792,343676,766464,1884800,1937841,197734,967889,592049,387677,923419,1109834,128387,1012560,0,239895,249954,1193479,766684,468450,465830,310198,1094147,1132848,452711,940063,206187,449368,479305,597722,239379,119942,1090596,255602,462045,225087,706514,327261,386077,623090,639854,215029,217969,862249,681437,700514,254598,589339,515302,1030595,265600,2572419,202446,172970,253227,455257,165559,521635,426204,252322,35905,305267,1607218,536513,1735450,210219,1664112,106489,1005238,122088,487745,334716,428864,167591,341469,255801,456145
59,169655,1459303,150540,454592,552866,431257,1599979,1326520,727150,151017,305034,772091,810054,1453392,1121435,411414,553235,603002,1255544,83642,604788,1035439,576742,1412660,822553,542932,239930,62412,240656,813930,1357433,317962,967283,412476,332763,397204,670746,173484,1904404,334734,1647761,536612,231648,201463,377548,371060,217285,540153,1895429,1948470,329074,756641,602677,417944,998206,883524,277412,786250,240226,0,324741,1204108,555436,347037,540618,384985,1168934,1207635,527498,713753,322856,223946,250421,371412,314167,166986,1165383,213840,296200,299364,781301,402048,396706,697878,650483,136807,334638,635939,692066,489266,371266,599967,529156,1105382,396940,2464496,176726,247247,369335,465886,140647,457240,500991,390520,245186,380055,1617846,310203,1810237,326888,1738899,315567,804317,246934,562532,409503,284882,217830,416257,221729,530932
60,168980,1641186,216172,308311,863646,199466,1368187,1637300,1037930,247648,576130,1082872,578262,1764172,889643,138654,321443,781659,1023752,309662,786671,1217322,344950,1723440,1133333,311141,331191,351561,222025,995813,1539315,628742,1278064,180685,41882,124445,438954,142597,1672612,231668,1415969,718495,456452,400313,688328,533303,455855,850934,2077312,2130352,209846,1067422,784560,580188,766414,1194304,175558,1097030,251995,324365,0,1385990,866217,580630,308826,112226,937142,975843,254739,1024533,398698,535379,591485,682192,23285,330518,933591,244318,574225,84943,549509,170257,578588,466086,832366,269898,410480,946719,873948,800046,447109,781850,707813,873590,296423,2764931,153932,128308,201386,647769,220428,714147,269199,216653,226554,171311,1799729,620983,1578445,402731,1507107,254822,1115098,177556,330741,136744,294345,360102,143497,137159,258173
61,1243249,299239,1206847,1397086,1107777,1489762,2658483,391488,1269270,1220143,1068152,1314211,1868559,1204427,2179939,1469918,1611739,973621,2314049,1123763,635239,296853,1635246,508254,1066720,1601437,1074085,1127033,1187101,396703,197369,888046,1447406,1470981,1391268,1455709,1729251,1248410,2962909,1336196,2706265,671457,983321,1336349,885075,940110,987209,1298991,735365,788406,1330536,873774,794690,905662,2056710,1345452,1278873,1328370,1191236,1203393,1383245,0,644653,966004,1599122,1443489,2227438,2266140,1586002,995347,1127456,1021462,980526,1126972,1372671,1131330,2223887,1282966,977695,1358379,1839805,1460553,808377,1756382,764962,1205933,1139238,1205462,725121,716253,1175867,947858,899775,2163886,1398402,1422984,1245852,1306261,1404053,748558,1209773,910344,1559496,1403147,1180301,1438559,457782,1252698,2868741,1059709,2797403,1317028,911123,1264157,1621037,1468007,1433091,1102996,1474761,1290855,1589436
62,721389,885402,695939,753180,562698,982991,2151712,779482,724192,702751,401808,769133,1361788,1025446,1673169,963147,1104969,773238,1807278,612855,557033,461537,1128476,869307,521641,1094666,634892,544860,765024,318496,783531,244140,902328,964210,884497,948938,1222480,725218,2456138,886468,2199495,593251,504647,698848,241169,660207,443926,753912,1321527,1374568,880808,328696,772913,705278,1549940,800373,829145,783291,769159,568257,876475,630206,0,457026,1092351,936719,1720668,1759369,1079232,450269,717817,377555,336620,483065,865900,633966,1717117,765574,333788,851098,1333035,953782,566941,1249611,686756,688541,729599,660383,646914,72346,766228,770203,699392,1657116,948674,2036550,728460,798981,921068,636121,692381,399260,1052725,942253,758224,931788,1043945,608791,2361971,721850,2290633,867300,366044,798668,1114266,961237,789184,612792,967991,773463,1082666
